apparition_id,comet_id,comet_name,designation,apparition_year,perihelion_date,discovery_date,raw_status_source,raw_aerith_status,expected,seen,event_case,status_mapping_confidence,status_notes,manual_review_status,sbdb_pdes,merged_fragments,window_start,window_end,window_extended,window_extension_reason,magnitude_provenance,manual_curated_source_citation,failed_horizons_match,failed_light_curve,missing_magnitude_model,missing_perihelion_date,no_light_curve_window,audit_notes,magnitude_quality,sbdb_M1,sbdb_K1,sbdb_M2_present,sbdb_K2_present,manual_sbdb_conflict,sbdb_nuclear_biased,peak_mag,date_peak_mag,days_mag_le_6,integrated_mag6_excess,spectacle_mag6_excess,peak_flux_proxy,integrated_flux_proxy,integrated_visible_relative_flux_mag6,spectacle_visible_relative_flux_mag6,main_sample_candidate,exclude_from_main_sample,exclusion_reason
11P_1880,11P,11P/Tempel-Swift-LINEAR,11P/1880 T1,1880,1880-11-08,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1880-05-12,1881-05-07,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,15.2,20.0,True,True,False,False,9.437618166355046,NaT,0,0.0,0.0,0.00016786213150350935,0.009116581885469453,0.0,0.0,False,True,peak magnitude fainter than 6
11P_1875,11P,11P/Tempel-Swift-LINEAR,0011P/?,1875,1875-05-15,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1874-11-16,1875-11-11,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,15.2,20.0,True,True,False,False,15.460406296149273,1875-05-15,0,0.0,0.0,6.543912468041623e-07,7.124181411319043e-05,0.0,0.0,False,True,peak magnitude fainter than 6
11P_1869,11P,11P/Tempel-Swift-LINEAR,11P/1869 W1,1869,1869-11-19,,AERITH,Discovered,False,True,unexpected_seen,high,,False,,,1869-05-23,1870-05-18,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,15.2,20.0,True,True,False,False,10.925761667307498,NaT,0,0.0,0.0,4.2628036903346595e-05,0.003026415729778959,0.0,0.0,False,True,peak magnitude fainter than 6
12P_1884,12P,12P/Pons-Brooks,12P/1883 R1,1884,1884-01-26,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1883-07-30,1884-07-24,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,5.0,15.0,True,True,False,False,3.0054125575273387,1884-01-17,99,172.45762324874408,390.64550588050537,0.06278197548316602,2.891935475977502,688.395972836445,7295.729665446877,True,False,
13P_1887,13P,13P/Olbers,13P/1887 Q1,1887,1887-10-08,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1887-04-11,1888-04-05,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,6.9,18.0,False,False,False,False,7.157053134416981,1887-10-09,0,0.0,0.0,0.0013714461076326438,0.13731356117995624,0.0,0.0,False,True,peak magnitude fainter than 6
14P_1934,14P,14P/Wolf,14P,1934,1934-02-27,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1933-08-31,1934-08-26,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,15.6,4.5,False,False,False,True,13.83975825670524,1933-09-10,0,0.0,0.0,2.911365272455977e-06,0.0006579664801098669,0.0,0.0,False,True,peak magnitude fainter than 6
14P_1925,14P,14P/Wolf,14P,1925,1925-11-08,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1925-05-12,1926-05-07,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,15.6,4.5,False,False,False,True,12.801301531575163,NaT,0,0.0,0.0,7.576687712836315e-06,0.001292794246375999,0.0,0.0,False,True,peak magnitude fainter than 6
14P_1918,14P,14P/Wolf,14P,1918,1918-12-13,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1918-06-16,1919-06-11,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,15.6,4.5,False,False,False,True,10.439236652351902,1918-10-29,0,0.0,0.0,6.672757453348187e-05,0.01090015713723159,0.0,0.0,False,True,peak magnitude fainter than 6
14P_1912,14P,14P/Wolf,14P,1912,1912-02-24,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1911-08-28,1912-08-22,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,15.6,4.5,False,False,False,True,11.858191718730666,1912-02-05,0,0.0,0.0,1.8060231483900258e-05,0.003873764364996115,0.0,0.0,False,True,peak magnitude fainter than 6
14P_1905,14P,14P/Wolf,0014P/?,1905,1905-05-04,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1904-11-05,1905-10-31,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,15.6,4.5,False,False,False,True,12.057502724689392,1905-05-11,0,0.0,0.0,1.5031381939123846e-05,0.0032449979813864473,0.0,0.0,False,True,peak magnitude fainter than 6
14P_1898,14P,14P/Wolf,14P,1898,1898-07-05,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1898-01-06,1899-01-01,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,15.6,4.5,False,False,False,True,11.444472225577739,1898-08-11,0,0.0,0.0,2.643693539720594e-05,0.00564149904732744,0.0,0.0,False,True,peak magnitude fainter than 6
14P_1891,14P,14P/Wolf,14P/1891 J1,1891,1891-09-03,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1891-03-07,1892-03-01,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,15.6,4.5,False,False,False,True,9.715313599842233,1891-10-14,0,0.0,0.0,0.0001299794096314597,0.01676457998932268,0.0,0.0,False,True,peak magnitude fainter than 6
14P_1884,14P,14P/Wolf,14P/1884 S1,1884,1884-11-18,,AERITH,Discovered,False,True,unexpected_seen,high,,False,,,1884-05-22,1885-05-17,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,15.6,4.5,False,False,False,True,9.630103014450587,NaT,0,0.0,0.0,0.00014059141249290474,0.017975794178050744,0.0,0.0,False,True,peak magnitude fainter than 6
15P_1940,15P,15P/Finlay,0015P/?,1940,1940-04-25,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1939-10-28,1940-10-22,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,14.9,8.5,False,False,False,False,10.970646233677103,1940-04-24,0,0.0,0.0,4.09017138949915e-05,0.004247312144419393,0.0,0.0,False,True,peak magnitude fainter than 6
15P_1933,15P,15P/Finlay,0015P/?,1933,1933-06-16,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1932-12-18,1933-12-13,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,14.9,8.5,False,False,False,False,10.518142173313295,1933-06-13,0,0.0,0.0,6.205019214484759e-05,0.006478701404254199,0.0,0.0,False,True,peak magnitude fainter than 6
15P_1926,15P,15P/Finlay,15P,1926,1926-08-07,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1926-02-08,1927-02-03,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,14.9,8.5,False,False,False,False,9.203204103836626,1926-07-30,0,0.0,0.0,0.00020831395214857823,0.02045278640448164,0.0,0.0,False,True,peak magnitude fainter than 6
15P_1919,15P,15P/Finlay,15P,1919,1919-10-15,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1919-04-18,1920-04-12,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,14.9,8.5,False,False,False,False,6.1149054404767735,1919-11-04,0,0.0,0.0,0.0035812762598884476,0.20566794989986106,0.0,0.0,False,True,peak magnitude fainter than 6
15P_1913,15P,15P/Finlay,0015P/?,1913,1913-02-07,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1912-08-11,1913-08-06,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,14.9,8.5,False,False,False,False,10.556327848619336,1913-02-09,0,0.0,0.0,5.990579838782374e-05,0.005751864937167913,0.0,0.0,False,True,peak magnitude fainter than 6
15P_1906,15P,15P/Finlay,15P,1906,1906-09-08,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1906-03-12,1907-03-07,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,14.9,8.5,False,False,False,False,6.451622008251438,1906-08-14,0,0.0,0.0,0.0026263415029599804,0.1602226681077331,0.0,0.0,False,True,peak magnitude fainter than 6
15P_1900,15P,15P/Finlay,0015P/?,1900,1900-02-17,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1899-08-21,1900-08-16,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,14.9,8.5,False,False,False,False,10.387048899808125,1900-02-19,0,0.0,0.0,7.001328258092228e-05,0.006312292357464522,0.0,0.0,False,True,peak magnitude fainter than 6
15P_1893,15P,15P/Finlay,15P/1893 K1,1893,1893-07-12,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1893-01-13,1894-01-08,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,14.9,8.5,False,False,False,False,9.611788101226573,1893-07-05,0,0.0,0.0,0.0001429831167212783,0.013083266515780631,0.0,0.0,False,True,peak magnitude fainter than 6
15P_1886,15P,15P/Finlay,15P/1886 S1,1886,1886-11-22,,AERITH,Discovered,False,True,unexpected_seen,high,,False,,,1886-05-26,1887-05-21,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,14.9,8.5,False,False,False,False,8.871982893151605,NaT,0,0.0,0.0,0.00028262257094423525,0.024728638780391762,0.0,0.0,False,True,peak magnitude fainter than 6
16P_1939,16P,16P/Brooks 2,16P,1939,1939-09-15,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1939-03-19,1940-03-13,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,12.2,13.5,True,True,False,False,9.848503842958648,1939-10-13,0,0.0,0.0,0.00011497368810845184,0.015427814933719083,0.0,0.0,False,True,peak magnitude fainter than 6
16P_1932,16P,16P/Brooks 2,16P,1932,1932-10-09,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1932-04-12,1933-04-07,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,12.2,13.5,True,True,False,False,9.72018029174713,1932-10-05,0,0.0,0.0,0.0001293980951814352,0.016687049118314676,0.0,0.0,False,True,peak magnitude fainter than 6
16P_1925,16P,16P/Brooks 2,16P,1925,1925-11-01,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1925-05-05,1926-04-30,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,12.2,13.5,True,True,False,False,9.835391560293502,NaT,0,0.0,0.0,0.0001163706274277438,0.015660743893880794,0.0,0.0,False,True,peak magnitude fainter than 6
16P_1918,16P,16P/Brooks 2,0016P/?,1918,1918-02-13,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1917-08-17,1918-08-12,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,12.2,13.5,True,True,False,False,12.216182451539144,1917-08-29,0,0.0,0.0,1.298754362580181e-05,0.0034109933451760654,0.0,0.0,False,True,peak magnitude fainter than 6
16P_1911,16P,16P/Brooks 2,16P,1911,1911-01-08,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1910-07-12,1911-07-07,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,12.2,13.5,True,True,False,False,11.549986319586148,1910-09-02,0,0.0,0.0,2.398863144808864e-05,0.004933073814470947,0.0,0.0,False,True,peak magnitude fainter than 6
16P_1903,16P,16P/Brooks 2,16P,1903,1903-12-06,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1903-06-09,1904-06-03,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,12.2,13.5,True,True,False,False,10.915080930223347,1903-09-07,0,0.0,0.0,4.3049452045358916e-05,0.007410139432223366,0.0,0.0,False,True,peak magnitude fainter than 6
16P_1896,16P,16P/Brooks 2,16P/1896 M1,1896,1896-11-04,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1896-05-08,1897-05-03,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,12.2,13.5,True,True,False,False,10.423514291990642,NaT,0,0.0,0.0,6.770087522494973e-05,0.010037070498234761,0.0,0.0,False,True,peak magnitude fainter than 6
16P_1889,16P,16P/Brooks 2,16P/1889 N1,1889,1889-09-30,,AERITH,Discovered,False,True,unexpected_seen,high,,False,,,1889-04-03,1890-03-29,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,12.2,13.5,True,True,False,False,10.091887199403967,1889-09-22,0,0.0,0.0,9.188510590734459e-05,0.012407820663610514,0.0,0.0,False,True,peak magnitude fainter than 6
17P_1935,17P,17P/Holmes,0017P/?,1935,1935-07-16,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1935-01-17,1936-01-12,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,9.4,14.75,True,True,False,False,14.048502368809817,1935-09-24,0,0.0,0.0,2.4021440786379597e-06,0.00041851068553883244,0.0,0.0,False,True,peak magnitude fainter than 6
17P_1928,17P,17P/Holmes,0017P/?,1928,1928-03-26,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1927-09-28,1928-09-22,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,9.4,14.75,True,True,False,False,15.330898024286572,1928-09-22,0,0.0,0.0,7.372941538071743e-07,0.00019116949203814323,0.0,0.0,False,True,peak magnitude fainter than 6
17P_1920,17P,17P/Holmes,0017P/?,1920,1920-11-20,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1920-05-24,1921-05-19,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,9.4,14.75,True,True,False,False,14.128677736139716,NaT,0,0.0,0.0,2.231150702297227e-06,0.0003797305382850528,0.0,0.0,False,True,peak magnitude fainter than 6
17P_1913,17P,17P/Holmes,0017P/?,1913,1913-07-14,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1913-01-15,1914-01-10,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,9.4,14.75,True,True,False,False,14.135840547607375,1913-09-24,0,0.0,0.0,2.2164798166798917e-06,0.00038962267119856234,0.0,0.0,False,True,peak magnitude fainter than 6
17P_1906,17P,17P/Holmes,17P,1906,1906-03-14,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1905-09-15,1906-09-10,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,9.4,14.75,True,True,False,False,15.175856776258138,1906-09-10,0,0.0,0.0,8.504666530085678e-07,0.0002866861827462838,0.0,0.0,False,True,peak magnitude fainter than 6
17P_1899,17P,17P/Holmes,17P/1899 L1,1899,1899-04-28,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1898-10-30,1899-10-25,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,9.4,14.75,True,True,False,False,14.48587388025029,1899-09-30,0,0.0,0.0,1.6056483890204088e-06,0.00035825720760261127,0.0,0.0,False,True,peak magnitude fainter than 6
17P_1892,17P,17P/Holmes,17P/1892 V1,1892,1892-06-13,,AERITH,Discovered,False,True,unexpected_seen,high,,False,,,1891-12-16,1892-12-10,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,9.4,14.75,True,True,False,False,13.831119414599986,1892-09-22,0,0.0,0.0,2.9346224403312597e-06,0.0005418563131980984,0.0,0.0,False,True,peak magnitude fainter than 6
18D_1936,18D,18D/Perrine-Mrkos,0018D/?,1936,1936-02-24,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1935-08-28,1936-08-22,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,11.5,20.0,True,True,False,False,14.067065157371106,1936-02-22,0,0.0,0.0,2.3614238055302183e-06,0.00030431863968514614,0.0,0.0,False,True,peak magnitude fainter than 6
18D_1929,18D,18D/Perrine-Mrkos,0018D/?,1929,1929-07-26,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1929-01-27,1930-01-22,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,11.5,20.0,True,True,False,False,14.11809702297124,1929-07-27,0,0.0,0.0,2.252999995267098e-06,0.00029181843071946184,0.0,0.0,False,True,peak magnitude fainter than 6
18D_1922,18D,18D/Perrine-Mrkos,0018D/?,1922,1922-12-23,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1922-06-26,1923-06-21,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,11.5,20.0,True,True,False,False,12.373160553980329,1922-12-20,0,0.0,0.0,1.1239209806005635e-05,0.001271044721479616,0.0,0.0,False,True,peak magnitude fainter than 6
18D_1916,18D,18D/Perrine-Mrkos,0018D/?,1916,1916-05-22,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1915-11-24,1916-11-18,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,11.5,20.0,True,True,False,False,14.564557578712392,1916-05-22,0,0.0,0.0,1.493402824957188e-06,0.00019061722867091968,0.0,0.0,False,True,peak magnitude fainter than 6
18D_1909,18D,18D/Perrine-Mrkos,18D/1909 P1,1909,1909-11-01,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1909-05-05,1910-04-30,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,11.5,20.0,True,True,False,False,10.054783459523723,NaT,0,0.0,0.0,9.507944022759024e-05,0.006942646146930166,0.0,0.0,False,True,peak magnitude fainter than 6
18D_1903,18D,18D/Perrine-Mrkos,0018D/?,1903,1903-04-22,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1902-10-24,1903-10-19,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,11.5,20.0,True,True,False,False,14.43538770328787,1903-04-22,0,0.0,0.0,1.6820733057500735e-06,0.00020814164055651786,0.0,0.0,False,True,peak magnitude fainter than 6
18D_1896,18D,18D/Perrine-Mrkos,18D/1896 X1,1896,1896-11-25,,AERITH,Discovered,False,True,unexpected_seen,high,,False,,,1896-05-29,1897-05-24,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,11.5,20.0,True,True,False,False,9.635292730075461,NaT,0,0.0,0.0,0.0001399210024592646,0.009271721267954662,0.0,0.0,False,True,peak magnitude fainter than 6
19P_1939,19P,19P/Borrelly,0019P/?,1939,1939-06-08,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1938-12-10,1939-12-05,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,9.8,14.5,True,True,False,False,12.532041251803737,1939-06-09,0,0.0,0.0,9.709201163829504e-06,0.0017511225648292766,0.0,0.0,False,True,peak magnitude fainter than 6
19P_1932,19P,19P/Borrelly,19P,1932,1932-08-27,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1932-02-29,1933-02-23,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,9.8,14.5,True,True,False,False,11.667103272740508,1932-09-11,0,0.0,0.0,2.1535685034173073e-05,0.0036447899354706314,0.0,0.0,False,True,peak magnitude fainter than 6
19P_1925,19P,19P/Borrelly,19P,1925,1925-10-07,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1925-04-10,1926-04-05,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,9.8,14.5,True,True,False,False,10.644532227552789,1925-11-04,0,0.0,0.0,5.5231534444817795e-05,0.00789781781069794,0.0,0.0,False,True,peak magnitude fainter than 6
19P_1918,19P,19P/Borrelly,19P,1918,1918-11-17,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1918-05-21,1919-05-16,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,9.8,14.5,True,True,False,False,8.88084482019897,NaT,0,0.0,0.0,0.0002803251556207615,0.023331389463149933,0.0,0.0,False,True,peak magnitude fainter than 6
19P_1911,19P,19P/Borrelly,19P/1911 S1,1911,1911-12-18,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1911-06-21,1912-06-15,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,9.8,14.5,True,True,False,False,9.015790368903518,1911-12-09,0,0.0,0.0,0.00024756192580012513,0.021300924040302347,0.0,0.0,False,True,peak magnitude fainter than 6
19P_1905,19P,19P/Borrelly,19P/1904 Y2,1905,1905-01-17,,AERITH,Discovered,False,True,unexpected_seen,high,,False,,,1904-07-21,1905-07-16,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,9.8,14.5,True,True,False,False,10.330968182474278,1904-12-25,0,0.0,0.0,7.37246512814648e-05,0.009424613473906645,0.0,0.0,False,True,peak magnitude fainter than 6
20D_1913,20D,20D/Westphal,20D/1913 S1,1913,1913-11-26,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1913-05-30,1914-05-25,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,8.8,10.0,False,False,False,False,5.410890220859876,NaT,92,36.839983825739665,17.51742996248819,0.006849264087564062,0.7662470456103999,134.67432507236146,201.61958989549544,True,False,
20D_1852,20D,20D/Westphal,20D/1852 O1,1852,1852-10-13,,AERITH,Discovered,False,True,unexpected_seen,high,,False,,,1852-04-16,1853-04-11,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,8.8,10.0,False,False,False,False,5.0640141713788065,1852-09-22,81,47.72605759915065,34.813492494753596,0.009427452034329301,0.7999498966836296,144.107662889345,272.05228205512196,True,False,
21P_1940,21P,21P/Giacobini-Zinner,21P,1940,1940-02-17,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1939-08-21,1940-08-15,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,13.2,8.25,False,False,False,False,12.620458334581947,1940-02-17,0,0.0,0.0,8.949868744676327e-06,0.0008538193352173529,0.0,0.0,False,True,peak magnitude fainter than 6
21P_1933,21P,21P/Giacobini-Zinner,21P,1933,1933-07-15,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1933-01-16,1934-01-11,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,13.2,8.25,False,False,False,False,11.780111912208039,1933-07-12,0,0.0,0.0,1.9406858311826527e-05,0.0018173966816785844,0.0,0.0,False,True,peak magnitude fainter than 6
21P_1926,21P,21P/Giacobini-Zinner,21P,1926,1926-12-11,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1926-06-14,1927-06-09,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,13.2,8.25,False,False,False,False,11.546823184049805,1926-12-14,0,0.0,0.0,2.4058620761665204e-05,0.0021114097345319954,0.0,0.0,False,True,peak magnitude fainter than 6
21P_1920,21P,21P/Giacobini-Zinner,0021P/?,1920,1920-05-18,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1919-11-20,1920-11-14,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,13.2,8.25,False,False,False,False,12.501169835380445,1920-05-17,0,0.0,0.0,9.989231220463644e-06,0.0009394856610421387,0.0,0.0,False,True,peak magnitude fainter than 6
21P_1913,21P,21P/Giacobini-Zinner,21P/1913 U1,1913,1913-11-02,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1913-05-06,1914-05-01,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,13.2,8.25,False,False,False,False,9.757448211272166,NaT,0,0.0,0.0,0.00012503186679719219,0.008241243819864425,0.0,0.0,False,True,peak magnitude fainter than 6
21P_1907,21P,21P/Giacobini-Zinner,0021P/?,1907,1907-05-19,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1906-11-20,1907-11-15,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,13.2,8.25,False,False,False,False,12.227662821242332,1907-05-17,0,0.0,0.0,1.2850939277873398e-05,0.0011156270780955464,0.0,0.0,False,True,peak magnitude fainter than 6
21P_1900,21P,21P/Giacobini-Zinner,21P/1900 Y1,1900,1900-11-28,,AERITH,Discovered,False,True,unexpected_seen,high,,False,,,1900-06-01,1901-05-27,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,13.2,8.25,False,False,False,False,10.771690193456902,1900-12-04,0,0.0,0.0,4.912741609830376e-05,0.003741221051730602,0.0,0.0,False,True,peak magnitude fainter than 6
22P_1939,22P,22P/Kopff,22P,1939,1939-03-13,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1938-09-14,1939-09-09,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,11.9,9.75,False,False,False,False,12.336595368190853,1939-04-18,0,0.0,0.0,1.1624167322384412e-05,0.0027570883453685705,0.0,0.0,False,True,peak magnitude fainter than 6
22P_1932,22P,22P/Kopff,22P,1932,1932-08-21,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1932-02-23,1933-02-17,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,11.9,9.75,False,False,False,False,10.638393176294347,1932-06-25,0,0.0,0.0,5.5544713303701135e-05,0.008280680780460525,0.0,0.0,False,True,peak magnitude fainter than 6
22P_1926,22P,22P/Kopff,22P,1926,1926-01-28,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1925-08-01,1926-07-27,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,11.9,9.75,False,False,False,False,12.787037244940468,1926-02-09,0,0.0,0.0,7.676886186360585e-06,0.001840833009126412,0.0,0.0,False,True,peak magnitude fainter than 6
22P_1919,22P,22P/Kopff,22P/1919 O1,1919,1919-06-28,,AERITH,Appeared,True,True,expected_seen,high,,False,,,1918-12-30,1919-12-25,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,11.9,9.75,False,False,False,False,9.961419312925663,1919-07-08,0,0.0,0.0,0.00010361730079377776,0.01223882774342945,0.0,0.0,False,True,peak magnitude fainter than 6
22P_1912,22P,22P/Kopff,0022P/?,1912,1912-11-25,,AERITH,Not observed,True,False,expected_not_seen,high,,False,,,1912-05-29,1913-05-24,False,,manual_curated_override,"Vsekhsvyatskij 1958, C.A.M.",False,False,False,False,False,,medium,11.9,9.75,False,False,False,False,12.691844786832608,NaT,0,0.0,0.0,8.380348614985488e-06,0.0020306265877085205,0.0,0.0,False,True,peak magnitude fainter than 6
