comet_id,comet_name,apparition_id,apparition_year,perihelion_date,peak_mag_n,predicted,event_case,max_salience,peak_month_offset,integ_above_p75,lead_time_p75,lead_time_p90,preperi_max
97P,97P/Metcalf-Brewington,97P_1906,1906,1906-10-10,10.902690563069914,False,unexpected_seen,0.1568627450980392,5,0.0,,,0.0859375
109P,109P/Swift-Tuttle,109P_1862,1862,1862-08-23,1.5381748630743517,False,unexpected_seen,0.7857142857142857,0,1.7298926402544827,-1.0,-1.0,0.5
113P,113P/Spitaler,113P_1890,1890,1890-10-27,11.863033907756654,False,unexpected_seen,0.1290322580645161,6,0.0,,,0.1034482758620689
139P,139P/Vaisala-Oterma,139P_1939,1939,1939-12-30,18.685,False,unexpected_seen,0.1428571428571428,-1,0.0,,,0.1428571428571428
177P,177P/Barnard 2,177P_1889,1889,1889-06-21,9.333006147347962,False,unexpected_seen,0.2586206896551724,1,0.13928097764304667,-2.0,,0.1785714285714285
206P,206P/Barnard-Boattini,206P_1892,1892,1892-12-11,11.792255238138626,False,unexpected_seen,0.644927536231884,-1,0.7843997404125622,-1.0,-1.0,0.644927536231884
274P,274P/Tombaugh-Tenagra,274P_1931,1931,1931-01-15,17.45,False,unexpected_seen,0.1388888888888889,-3,0.0,,,0.1388888888888889
489P,489P/Denning,489P_1894,1894,1894-02-09,8.121496270857842,False,unexpected_seen,0.1772151898734177,-5,0.008908003638599948,-5.0,,0.1772151898734177
C/1850 J1,C/1850 J1 (Petersen),C_1850J1_1850,1850,1850-07-24,4.701667139581693,False,unexpected_seen,0.5833333333333334,-1,0.8958378061996486,-3.0,-3.0,0.5833333333333334
C/1850 Q1,C/1850 Q1 (Bond),C_1850Q1_1850,1850,1850-10-19,4.82462548568739,False,unexpected_seen,0.5833333333333334,-4,0.8608639532981642,-5.0,-4.0,0.5833333333333334
C/1851 P1,C/1851 P1 (Brorsen),C_1851P1_1851,1851,1851-08-26,6.737783621557676,False,unexpected_seen,0.35,-3,0.48401763187232316,-5.0,-3.0,0.35
C/1852 K1,C/1852 K1 (Chacornac),C_1852K1_1852,1852,1852-04-20,9.357833793581907,False,unexpected_seen,0.391304347826087,1,0.9564612304171805,-3.0,-3.0,0.3333333333333333
C/1853 E1,C/1853 E1 (Secchi),C_1853E1_1853,1853,1853-02-24,5.575316135397845,False,unexpected_seen,0.75,1,1.2858659067540648,-4.0,-4.0,0.3333333333333333
C/1853 G1,C/1853 G1 (Schweizer),C_1853G1_1853,1853,1853-05-10,0.3094026808216796,False,unexpected_seen,0.75,-2,1.9179152267581063,-5.0,-2.0,0.75
C/1853 L1,C/1853 L1 (Klinkerfues),C_1853L1_1853,1853,1853-09-02,0.6011671033495238,False,unexpected_seen,0.5882352941176471,1,1.325958170656313,-4.0,-4.0,0.4444444444444444
C/1853 R1,C/1853 R1 (Bruhns),C_1853R1_1853,1853,1853-10-17,-0.6154023460890716,False,unexpected_seen,0.5882352941176471,0,1.3341215726567894,-5.0,-5.0,0.5454545454545454
C/1853 W1,C/1853 W1 (van Arsdale),C_1853W1_1854,1854,1854-01-04,10.696472392606251,False,unexpected_seen,0.5882352941176471,-3,1.3130689410778422,-5.0,-5.0,0.5882352941176471
C/1854 F1,C/1854 F1 (Great comet),C_1854F1_1854,1854,1854-03-24,1.5369090254809228,False,unexpected_seen,0.5882352941176471,-5,0.6597843236484879,-5.0,-5.0,0.5882352941176471
C/1854 L1,C/1854 L1 (Klinkerfues),C_1854L1_1854,1854,1854-06-22,4.4909546490225,False,unexpected_seen,0.4,0,0.2715490295308409,-2.0,0.0,0.1764705882352941
C/1854 R1,C/1854 R1 (Klinkerfues),C_1854R1_1854,1854,1854-10-28,7.387161412619815,False,unexpected_seen,0.4,-4,0.26338562753036454,-4.0,-4.0,0.4
C/1854 Y1,C/1854 Y1 (Winnecke-Dien),C_1854Y1_1854,1854,1854-12-16,9.09815494089145,False,unexpected_seen,0.3333333333333333,6,0.19671896086369783,-1.0,6.0,0.2
C/1855 G1,C/1855 G1 (Schweizer),C_1855G1_1855,1855,1855-02-05,8.196140162784133,False,unexpected_seen,0.3333333333333333,4,0.19671896086369783,-3.0,4.0,0.2
C/1855 L1,C/1855 L1 (Donati),C_1855L1_1855,1855,1855-05-30,7.126325263943931,False,unexpected_seen,0.3333333333333333,1,0.16502614709851557,1.0,1.0,0.1666666666666666
C/1855 V1,C/1855 V1 (Bruhns),C_1855V1_1855,1855,1855-11-25,6.095980607115899,False,unexpected_seen,0.3333333333333333,-5,0.26338562753036443,-5.0,-5.0,0.3333333333333333
C/1857 D1,C/1857 D1 (d'Arrest),C_1857D1_1857,1857,1857-03-21,6.025743603262248,False,unexpected_seen,0.9047619047619048,1,2.6631771151148866,0.0,0.0,0.1428571428571428
C/1857 M1,C/1857 M1 (Klinkerfues),C_1857M1_1857,1857,1857-07-18,5.01256954230792,False,unexpected_seen,0.9047619047619048,-3,3.1229020210568987,-4.0,-4.0,0.9047619047619048
C/1857 O1,C/1857 O1 (Peters),C_1857O1_1857,1857,1857-08-24,7.182446175507663,False,unexpected_seen,0.9047619047619048,-4,3.204594834822081,-5.0,-5.0,0.9047619047619048
C/1857 Q1,C/1857 Q1 (Klinkerfues),C_1857Q1_1857,1857,1857-10-01,2.9671943504121887,False,unexpected_seen,0.7247706422018348,-5,2.3031139691964784,-5.0,-5.0,0.7247706422018348
C/1857 V1,C/1857 V1 (Donati-van Arsdale),C_1857V1_1857,1857,1857-11-19,9.014802268607982,False,unexpected_seen,0.5769230769230769,-5,2.240339171062856,-5.0,-5.0,0.5769230769230769
C/1858 K1,C/1858 K1 (Bruhns),C_1858K1_1858,1858,1858-06-05,6.13286300243963,False,unexpected_seen,0.873015873015873,3,2.6527457844245252,-5.0,-2.0,0.4666666666666667
C/1858 L1,C/1858 L1 (Donati),C_1858L1_1858,1858,1858-09-30,-0.1851114415708261,False,unexpected_seen,0.873015873015873,0,2.6313932152101134,-4.0,-4.0,0.4666666666666667
C/1858 R1,C/1858 R1 (Tuttle),C_1858R1_1858,1858,1858-10-13,5.911659058467478,False,unexpected_seen,0.873015873015873,-1,2.6313932152101134,-5.0,-5.0,0.873015873015873
C/1859 G1,C/1859 G1 (Tempel),C_1859G1_1859,1859,1859-05-29,0.1821851011525854,False,unexpected_seen,0.56,2,1.42489285568233,-5.0,-2.0,0.3684210526315789
C/1860 D1,C/1860 D1 (Liais),C_1860D1_1860,1860,1860-02-17,5.991199647563243,False,unexpected_seen,0.2692307692307692,4,0.30492244915525923,-5.0,,0.1818181818181818
C/1860 H1,C/1860 H1 (Rumker),C_1860H1_1860,1860,1860-03-06,7.877660424294602,False,unexpected_seen,0.2692307692307692,3,0.29141145357189513,-1.0,,0.2615384615384615
C/1860 M1,C/1860 M1 (Great comet),C_1860M1_1860,1860,1860-06-16,0.1530891805235184,False,unexpected_seen,0.5555555555555556,5,1.0206168789944259,-4.0,5.0,0.2615384615384615
C/1860 U1,C/1860 U1 (Tempel),C_1860U1_1860,1860,1860-09-22,6.015555437698059,False,unexpected_seen,0.5555555555555556,2,1.1172418194564409,-3.0,2.0,0.2692307692307692
C/1861 G1,C/1861 G1 (Thatcher),C_1861G1_1861,1861,1861-06-03,2.717824573760848,False,unexpected_seen,0.9523809523809524,1,2.8976470138310564,-4.0,-3.0,0.6666666666666666
C/1861 J1,C/1861 J1 (Great comet),C_1861J1_1861,1861,1861-06-12,-0.9934400847778946,False,unexpected_seen,0.9523809523809524,1,3.1043398275962386,-4.0,-3.0,0.6666666666666666
C/1861 Y1,C/1861 Y1 (Tuttle),C_1861Y1_1861,1861,1861-12-07,7.019771602766008,False,unexpected_seen,0.9523809523809524,-5,2.165256289762869,-5.0,-5.0,0.9523809523809524
C/1862 N1,C/1862 N1 (Schmidt),C_1862N1_1862,1862,1862-06-22,4.409802247991496,False,unexpected_seen,0.7857142857142857,2,1.313225973587816,-5.0,-5.0,0.3333333333333333
C/1862 W1,C/1862 W1 (Respighi),C_1862W1_1862,1862,1862-12-28,4.620734576165952,False,unexpected_seen,0.7857142857142857,-4,1.9766116011181805,-5.0,-5.0,0.7857142857142857
C/1862 X1,C/1862 X1 (Bruhns),C_1862X1_1863,1863,1863-02-03,6.616462511181874,False,unexpected_seen,0.75,0,1.0275116878735302,-4.0,0.0,0.2857142857142857
C/1863 G1,C/1863 G1 (Klinkerfues),C_1863G1_1863,1863,1863-04-05,4.556964587421276,False,unexpected_seen,0.75,-2,0.945818874108348,-5.0,-2.0,0.75
C/1863 T1,C/1863 T1 (Baeker),C_1863T1_1863,1863,1863-12-29,6.083474475314093,False,unexpected_seen,0.3,1,0.2678057140228195,1.0,,0.1428571428571428
C/1863 V1,C/1863 V1 (Tempel),C_1863V1_1863,1863,1863-11-09,3.956742415554515,False,unexpected_seen,0.3,2,0.2678057140228195,2.0,,0.1428571428571428
C/1863 Y1,C/1863 Y1 (Respighi),C_1863Y1_1863,1863,1863-12-28,3.3212245374407434,False,unexpected_seen,0.3,1,0.2678057140228195,1.0,,0.1428571428571428
C/1864 N1,C/1864 N1 (Tempel),C_1864N1_1864,1864,1864-08-16,0.6007491484168297,False,unexpected_seen,0.2727272727272727,-3,0.15833512247985942,-3.0,,0.2727272727272727
C/1864 R1,C/1864 R1 (Donati),C_1864R1_1864,1864,1864-07-28,5.618457088334909,False,unexpected_seen,0.2727272727272727,-2,0.1900279362450417,-5.0,,0.2727272727272727
C/1864 Y1,C/1864 Y1 (Bruhns),C_1864Y1_1864,1864,1864-12-28,7.661654663219698,False,unexpected_seen,0.3333333333333333,4,0.4156601439496179,-2.0,4.0,0.2222222222222222
C/1865 B1,C/1865 B1 (Great southern comet),C_1865B1_1865,1865,1865-01-14,-11.319644795208932,False,unexpected_seen,0.3333333333333333,3,0.4473529577148002,-3.0,3.0,0.2222222222222222
C/1867 S1,C/1867 S1 (Baeker-Winnecke),C_1867S1_1867,1867,1867-11-07,3.6887622334768793,False,unexpected_seen,0.3076923076923077,1,0.30113022941970335,-3.0,1.0,0.2666666666666666
C/1868 L1,C/1868 L1 (Winnecke),C_1868L1_1868,1868,1868-06-26,4.3280279725778925,False,unexpected_seen,0.1612903225806451,3,0.0,,,0.1538461538461538
C/1869 T1,C/1869 T1 (Tempel),C_1869T1_1869,1869,1869-10-10,7.000013595643592,False,unexpected_seen,0.375,4,0.3695482186020155,-1.0,4.0,0.1951219512195122
C/1870 Q1,C/1870 Q1 (Coggia),C_1870Q1_1870,1870,1870-09-02,11.884170045137449,False,unexpected_seen,0.1666666666666666,-5,0.0,,,0.1666666666666666
C/1870 W1,C/1870 W1 (Winnecke),C_1870W1_1870,1870,1870-12-20,6.771706451640618,False,unexpected_seen,0.1666666666666666,4,0.0,,,0.0857142857142857
C/1871 G1,C/1871 G1 (Winnecke),C_1871G1_1871,1871,1871-06-11,4.313836592794377,False,unexpected_seen,0.3265306122448979,6,0.21605349798488904,4.0,6.0,0.1666666666666666
C/1871 L1,C/1871 L1 (Tempel),C_1871L1_1871,1871,1871-07-27,7.895963897209511,False,unexpected_seen,0.3265306122448979,5,0.21605349798488904,3.0,5.0,0.1666666666666666
C/1871 V1,C/1871 V1 (Tempel),C_1871V1_1871,1871,1871-12-20,10.09033298131593,False,unexpected_seen,0.6551724137931034,3,1.0704052177477121,-2.0,0.0,0.2
C/1873 Q1,C/1873 Q1 (Borrelly),C_1873Q1_1873,1873,1873-09-11,5.777871038465371,False,unexpected_seen,0.2352941176470588,4,0.17986403464778364,-5.0,,0.175
C/1873 Q2,C/1873 Q2 (Henry),C_1873Q2_1873,1873,1873-10-02,1.6696155411496516,False,unexpected_seen,0.2352941176470588,3,0.1731712208826014,1.0,,0.1176470588235294
C/1874 D1,C/1874 D1 (Winnecke),C_1874D1_1874,1874,1874-03-10,-1.5290124170438126,False,unexpected_seen,0.8863636363636364,4,1.6402281110121122,-4.0,3.0,0.2352941176470588
C/1874 G1,C/1874 G1 (Winnecke),C_1874G1_1874,1874,1874-03-14,4.703206659422257,False,unexpected_seen,0.8863636363636364,4,1.6402281110121122,-4.0,3.0,0.2352941176470588
C/1874 H1,C/1874 H1 (Coggia),C_1874H1_1874,1874,1874-07-09,1.6347929192148551,False,unexpected_seen,0.8863636363636364,0,1.510779135065458,-5.0,-1.0,0.6067415730337079
C/1874 O1,C/1874 O1 (Borrelly),C_1874O1_1874,1874,1874-08-27,7.41734355577839,False,unexpected_seen,0.8863636363636364,-1,1.4826577498717044,-5.0,-2.0,0.8863636363636364
C/1874 Q1,C/1874 Q1 (Coggia),C_1874Q1_1874,1874,1874-07-18,9.527014291840972,False,unexpected_seen,0.8863636363636364,0,1.510779135065458,-5.0,-1.0,0.6067415730337079
C/1874 X1,C/1874 X1 (Borrelly),C_1874X1_1874,1874,1874-10-19,5.108249714248126,False,unexpected_seen,0.8863636363636364,-3,1.467056890129511,-4.0,-4.0,0.8863636363636364
C/1877 C1,C/1877 C1 (Borrelly),C_1877C1_1877,1877,1877-01-19,6.012971293374141,False,unexpected_seen,0.3548387096774194,5,0.2182243372077839,3.0,5.0,0.1612903225806451
C/1877 G2,C/1877 G2 (Swift),C_1877G2_1877,1877,1877-04-27,7.350711336555526,False,unexpected_seen,0.3548387096774194,2,0.2182243372077839,0.0,2.0,0.1612903225806451
C/1877 R1,C/1877 R1 (Coggia),C_1877R1_1877,1877,1877-09-11,8.640948435849827,False,unexpected_seen,0.3548387096774194,-3,0.29520016984089065,-5.0,-3.0,0.3548387096774194
C/1877 T1,C/1877 T1 (Tempel),C_1877T1_1877,1877,1877-06-27,7.396957263052947,False,unexpected_seen,0.3548387096774194,0,0.2182243372077839,-2.0,0.0,0.2
C/1878 N1,C/1878 N1 (Swift),C_1878N1_1878,1878,1878-07-21,8.325668066969726,False,unexpected_seen,0.2452830188679245,-4,0.20915856598198185,-4.0,,0.2452830188679245
C/1879 M1,C/1879 M1 (Swift),C_1879M1_1879,1879,1879-04-27,5.416691744133011,False,unexpected_seen,0.2647058823529412,0,0.19450866885215645,-1.0,,0.2105263157894736
C/1879 Q1,C/1879 Q1 (Palisa),C_1879Q1_1879,1879,1879-10-05,6.466790197126436,False,unexpected_seen,0.2452830188679245,2,0.17508170918844276,-5.0,,0.2040816326530612
C/1880 C1,C/1880 C1 (Great southern comet),C_1880C1_1880,1880,1880-01-28,-9.10058135899327,False,unexpected_seen,0.2452830188679245,-1,0.1558888954232605,-5.0,,0.2452830188679245
C/1880 G1,C/1880 G1 (Schaeberle),C_1880G1_1880,1880,1880-07-02,7.391433399126745,False,unexpected_seen,0.3142857142857143,4,0.18556057672150222,-5.0,4.0,0.1910112359550561
C/1880 S1,C/1880 S1 (Hartwig),C_1880S1_1880,1880,1880-09-07,3.122621019838796,False,unexpected_seen,0.3142857142857143,2,0.17979900139054678,2.0,2.0,0.0666666666666666
C/1880 Y1,C/1880 Y1 (Pechule),C_1880Y1_1880,1880,1880-11-09,5.010445749697974,False,unexpected_seen,0.3142857142857143,0,0.17979900139054678,0.0,0.0,0.0945945945945946
C/1881 J1,C/1881 J1 (Swift),C_1881J1_1881,1881,1881-05-20,5.964612308072486,False,unexpected_seen,0.7070707070707071,3,2.2057464562932485,-4.0,1.0,0.202127659574468
C/1881 K1,C/1881 K1 (Great comet),C_1881K1_1881,1881,1881-06-16,0.0301612757337454,False,unexpected_seen,0.7070707070707071,2,2.254830574406257,-5.0,0.0,0.202127659574468
C/1881 N1,C/1881 N1 (Schaeberle),C_1881N1_1881,1881,1881-08-22,1.8372041612669008,False,unexpected_seen,0.7070707070707071,0,2.2210101010666063,-2.0,-2.0,0.6684782608695652
C/1881 W1,C/1881 W1 (Swift),C_1881W1_1881,1881,1881-11-20,7.911393677925638,False,unexpected_seen,0.7070707070707071,-3,2.564490445997646,-5.0,-5.0,0.7070707070707071
C/1882 F1,C/1882 F1 (Wells),C_1882F1_1882,1882,1882-06-11,-7.945414163953945,False,unexpected_seen,0.5902777777777778,4,1.4916669431264231,-3.0,-1.0,0.3619047619047619
C/1882 R1,C/1882 R1 (Great September comet),C_1882R1_1882,1882,1882-09-17,-13.132751984921372,False,unexpected_seen,0.5902777777777778,1,1.4383540492412248,-5.0,-4.0,0.4782608695652174
C/1882 R2,C/1882 R2 (Barnard),C_1882R2_1882,1882,1882-11-13,7.21373381397977,False,unexpected_seen,0.5902777777777778,-1,1.2238295072791459,-5.0,-5.0,0.5902777777777778
C/1883 D1,C/1883 D1 (Brooks-Swift),C_1883D1_1883,1883,1883-02-19,6.182800830705336,False,unexpected_seen,0.5902777777777778,-4,0.8082104074438379,-5.0,-5.0,0.5902777777777778
C/1884 A1,C/1884 A1 (Ross),C_1884A1_1883,1883,1883-12-25,1.2302160647868725,False,unexpected_seen,0.4558823529411764,-3,0.6652708609226423,-3.0,-3.0,0.4558823529411764
C/1885 N1,C/1885 N1 (Barnard),C_1885N1_1885,1885,1885-08-06,10.246511515851878,False,unexpected_seen,0.2153846153846154,3,0.07877024291497992,3.0,,0.1282051282051282
C/1885 R1,C/1885 R1 (Brooks),C_1885R1_1885,1885,1885-08-10,4.6976714703149,False,unexpected_seen,0.2153846153846154,3,0.07877024291497992,3.0,,0.1282051282051282
C/1885 X1,C/1885 X1 (Fabry),C_1885X1_1886,1886,1886-04-06,2.030864592689164,False,unexpected_seen,0.369047619047619,-1,0.4586724419297895,-5.0,-1.0,0.369047619047619
C/1885 X2,C/1885 X2 (Barnard),C_1885X2_1886,1886,1886-05-03,3.112332777792682,False,unexpected_seen,0.369047619047619,-2,0.4115950127799919,-3.0,-2.0,0.369047619047619
C/1885 Y1,C/1885 Y1 (Brooks),C_1885Y1_1885,1885,1885-11-25,7.286970613463923,False,unexpected_seen,0.369047619047619,4,0.43732445575081424,0.0,4.0,0.12
C/1886 H1,C/1886 H1 (Brooks),C_1886H1_1886,1886,1886-06-07,4.114922392137687,False,unexpected_seen,0.5192307692307693,5,0.7625185957759434,-4.0,-3.0,0.369047619047619
C/1886 J1,C/1886 J1 (Brooks),C_1886J1_1886,1886,1886-05-04,4.101034886377291,False,unexpected_seen,0.369047619047619,-2,0.4115950127799919,-3.0,-2.0,0.369047619047619
C/1886 T1,C/1886 T1 (Barnard-Hartwig),C_1886T1_1886,1886,1886-12-16,3.174758389666385,False,unexpected_seen,0.5192307692307693,-1,0.3763781760435574,-2.0,-1.0,0.5192307692307693
C/1887 B1,C/1887 B1 (Great southern comet),C_1887B1_1887,1887,1887-01-11,-12.381552605466096,False,unexpected_seen,0.5192307692307693,-2,0.3763781760435574,-3.0,-2.0,0.5192307692307693
C/1887 B2,C/1887 B2 (Brooks),C_1887B2_1887,1887,1887-03-17,8.209652802684257,False,unexpected_seen,0.5192307692307693,-4,0.3763781760435574,-5.0,-4.0,0.5192307692307693
C/1887 B3,C/1887 B3 (Barnard),C_1887B3_1886,1886,1886-11-28,8.361180201814054,False,unexpected_seen,0.5192307692307693,0,0.3763781760435574,-1.0,0.0,0.1896551724137931
C/1887 D1,C/1887 D1 (Barnard),C_1887D1_1887,1887,1887-03-28,7.934280986113433,False,unexpected_seen,0.5192307692307693,-4,0.3763781760435574,-5.0,-4.0,0.5192307692307693
C/1887 J1,C/1887 J1 (Barnard),C_1887J1_1887,1887,1887-06-17,9.06130086070495,False,unexpected_seen,0.1724137931034483,-5,0.004106606868630541,-5.0,,0.1724137931034483
C/1888 D1,C/1888 D1 (Sawerthal),C_1888D1_1888,1888,1888-03-17,3.05100928922714,False,unexpected_seen,0.3035714285714285,-1,0.22541869681042118,-1.0,,0.3035714285714285
C/1888 P1,C/1888 P1 (Brooks),C_1888P1_1888,1888,1888-07-31,8.246935811729374,False,unexpected_seen,0.2131147540983606,-4,0.09015445447381043,-4.0,,0.2131147540983606
C/1888 R1,C/1888 R1 (Barnard),C_1888R1_1889,1889,1889-01-31,7.008055981920498,False,unexpected_seen,0.2586206896551724,6,0.10057774575696538,3.0,,0.1588785046728972
C/1888 U1,C/1888 U1 (Barnard),C_1888U1_1888,1888,1888-09-13,8.96318353347337,False,unexpected_seen,0.2033898305084746,-1,0.04534688661026759,-5.0,,0.2033898305084746
C/1889 G1,C/1889 G1 (Barnard),C_1889G1_1889,1889,1889-06-11,10.67323347871674,False,unexpected_seen,0.2586206896551724,1,0.13928097764304667,-2.0,,0.1785714285714285
C/1889 O1,C/1889 O1 (Davidson),C_1889O1_1889,1889,1889-07-19,4.464407730997653,False,unexpected_seen,0.3636363636363636,6,0.3346101550445925,-3.0,6.0,0.1785714285714285
C/1889 X1,C/1889 X1 (Borrelly),C_1889X1_1890,1890,1890-01-26,2.959505074732233,False,unexpected_seen,0.3636363636363636,0,0.23403240928762714,-5.0,0.0,0.2068965517241379
C/1890 F1,C/1890 F1 (Brooks),C_1890F1_1890,1890,1890-06-02,7.077714749255593,False,unexpected_seen,0.3636363636363636,-5,0.19532917740154584,-5.0,-5.0,0.3636363636363636
C/1890 O1,C/1890 O1 (Coggia),C_1890O1_1890,1890,1890-07-09,8.33900346246056,False,unexpected_seen,0.1034482758620689,0,0.0,,,0.0625
C/1890 O2,C/1890 O2 (Denning),C_1890O2_1890,1890,1890-09-25,9.37123877211013,False,unexpected_seen,0.1034482758620689,-2,0.0,,,0.1034482758620689
C/1890 V1,C/1890 V1 (Zona),C_1890V1_1890,1890,1890-08-06,13.17701097957276,False,unexpected_seen,0.1034482758620689,-1,0.0,,,0.1034482758620689
C/1891 T1,C/1891 T1 (Barnard),C_1891T1_1891,1891,1891-11-14,9.663525065022748,False,unexpected_seen,0.134453781512605,6,0.0,,,0.1171171171171171
C/1892 E1,C/1892 E1 (Swift),C_1892E1_1892,1892,1892-04-07,3.448201416467985,False,unexpected_seen,0.134453781512605,1,0.0,,,0.0887850467289719
C/1892 F1,C/1892 F1 (Denning),C_1892F1_1892,1892,1892-05-11,10.379289380681628,False,unexpected_seen,0.644927536231884,6,0.47662034999706626,6.0,6.0,0.078125
C/1892 Q1,C/1892 Q1 (Brooks),C_1892Q1_1892,1892,1892-12-28,5.096492428413032,False,unexpected_seen,0.644927536231884,-1,0.7843997404125622,-1.0,-1.0,0.644927536231884
C/1892 W1,C/1892 W1 (Brooks),C_1892W1_1893,1893,1893-01-06,7.800221214829495,False,unexpected_seen,0.644927536231884,-2,1.0135284516136418,-2.0,-2.0,0.644927536231884
C/1893 N1,C/1893 N1 (Rordame-Quenisset),C_1893N1_1893,1893,1893-07-07,2.942990347252355,False,unexpected_seen,0.3974358974358974,0,0.36734213148697115,-5.0,0.0,0.2446808510638297
C/1893 U1,C/1893 U1 (Brooks),C_1893U1_1893,1893,1893-09-19,6.975666939125602,False,unexpected_seen,0.3974358974358974,-2,0.23803671483967961,-2.0,-2.0,0.3974358974358974
C/1894 G1,C/1894 G1 (Gale),C_1894G1_1894,1894,1894-04-13,4.343647967120743,False,unexpected_seen,0.1648351648351648,1,0.0,,,0.1478260869565217
C/1895 W1,C/1895 W1 (Perrine),C_1895W1_1895,1895,1895-12-18,-2.2574076535723133,False,unexpected_seen,0.3708609271523179,3,0.28816159067008684,-1.0,3.0,0.2
C/1895 W2,C/1895 W2 (Brooks),C_1895W2_1895,1895,1895-10-21,8.315228626244163,False,unexpected_seen,0.3708609271523179,5,0.28816159067008684,1.0,5.0,0.131578947368421
C/1896 C1,C/1896 C1 (Perrine-Lamp),C_1896C1_1896,1896,1896-02-01,5.931638258272923,False,unexpected_seen,0.3708609271523179,1,0.28816159067008684,-3.0,1.0,0.2
C/1896 R1,C/1896 R1 (Sperra),C_1896R1_1896,1896,1896-07-11,10.37763170437992,False,unexpected_seen,0.3708609271523179,-4,0.2564687769049046,-5.0,-4.0,0.3708609271523179
C/1896 V1,C/1896 V1 (Perrine),C_1896V1_1897,1897,1897-02-08,8.00646670926738,False,unexpected_seen,0.1693548387096774,0,0.0010476524748596616,0.0,,0.1489361702127659
C/1897 U1,C/1897 U1 (Perrine),C_1897U1_1897,1897,1897-12-09,9.233651856771257,False,unexpected_seen,0.25,6,0.08169281376518225,6.0,,0.1308411214953271
C/1898 F1,C/1898 F1 (Perrine),C_1898F1_1898,1898,1898-03-17,7.101732204869441,False,unexpected_seen,0.25,3,0.08169281376518225,3.0,,0.1489361702127659
C/1898 L1,C/1898 L1 (Coddington-Pauly),C_1898L1_1898,1898,1898-09-14,8.151413805894068,False,unexpected_seen,0.3142857142857143,1,0.3755107508590483,-3.0,1.0,0.25
C/1898 L2,C/1898 L2 (Perrine),C_1898L2_1898,1898,1898-08-16,6.356383556660836,False,unexpected_seen,0.3142857142857143,2,0.33793558415268965,-2.0,2.0,0.25
C/1898 M1,C/1898 M1 (Giacobini),C_1898M1_1898,1898,1898-07-25,10.122962156093026,False,unexpected_seen,0.3142857142857143,3,0.33793558415268965,-1.0,3.0,0.25
C/1898 R1,C/1898 R1 (Perrine-Chofardet),C_1898R1_1898,1898,1898-10-21,3.9819869327563415,False,unexpected_seen,0.3142857142857143,0,0.3755107508590483,-4.0,0.0,0.25
C/1898 U1,C/1898 U1 (Brooks),C_1898U1_1898,1898,1898-11-23,7.815347884706121,False,unexpected_seen,0.3142857142857143,-1,0.3755107508590483,-5.0,-1.0,0.3142857142857143
C/1898 V1,C/1898 V1 (Chase),C_1898V1_1898,1898,1898-09-20,11.027526639617246,False,unexpected_seen,0.3142857142857143,1,0.3755107508590483,-3.0,1.0,0.25
C/1899 E1,C/1899 E1 (Swift),C_1899E1_1899,1899,1899-04-13,1.056122529579568,False,unexpected_seen,0.2785714285714286,-5,0.16392938592871906,-5.0,,0.2785714285714286
C/1899 S1,C/1899 S1 (Giacobini),C_1899S1_1899,1899,1899-09-15,9.818186356184512,False,unexpected_seen,0.2269230769230769,2,0.07470586757400871,1.0,,0.1
C/1900 B1,C/1900 B1 (Giacobini),C_1900B1_1900,1900,1900-04-29,11.360260988645656,False,unexpected_seen,0.2269230769230769,-5,0.14272144798157357,-5.0,,0.2269230769230769
C/1900 O1,C/1900 O1 (Borrelly-Brooks),C_1900O1_1900,1900,1900-08-03,6.481533696432594,False,unexpected_seen,0.2117647058823529,-1,0.08410555729331443,-1.0,,0.2117647058823529
C/1901 G1,C/1901 G1 (Great comet),C_1901G1_1901,1901,1901-04-24,-2.318902895499792,False,unexpected_seen,0.3125,6,0.1560658077105446,1.0,6.0,0.1162790697674418
C/1902 G1,C/1902 G1 (Brooks),C_1902G1_1902,1902,1902-05-07,7.455452573120192,False,unexpected_seen,0.1868131868131868,6,0.018506000578369042,6.0,,0.0909090909090909
C/1902 R1,C/1902 R1 (Perrine),C_1902R1_1902,1902,1902-11-24,2.720205634810096,False,unexpected_seen,0.1868131868131868,0,0.018506000578369042,0.0,,0.1502890173410404
C/1902 X1,C/1902 X1 (Giacobini),C_1902X1_1903,1903,1903-03-23,10.938405816136662,False,unexpected_seen,0.4183673469387755,4,0.5419407486224983,-4.0,4.0,0.1868131868131868
C/1903 A1,C/1903 A1 (Giacobini),C_1903A1_1903,1903,1903-03-16,3.8570495550174657,False,unexpected_seen,0.4183673469387755,4,0.5419407486224983,-4.0,4.0,0.1868131868131868
C/1903 H1,C/1903 H1 (Grigg),C_1903H1_1903,1903,1903-03-25,6.887820786152054,False,unexpected_seen,0.4183673469387755,4,0.5419407486224983,-4.0,4.0,0.1868131868131868
C/1903 M1,C/1903 M1 (Borrelly),C_1903M1_1903,1903,1903-08-28,1.8399293654181743,False,unexpected_seen,0.4183673469387755,-1,0.559673016354766,-2.0,-1.0,0.4183673469387755
C/1904 H1,C/1904 H1 (Brooks),C_1904H1_1904,1904,1904-03-07,8.92970294776135,False,unexpected_seen,0.2045454545454545,-5,0.036238268310636756,-5.0,,0.2045454545454545
C/1904 Y1,C/1904 Y1 (Giacobini),C_1904Y1_1904,1904,1904-11-03,11.38402050980538,False,unexpected_seen,0.0851063829787234,3,0.0,,,0.0434782608695652
