comet_id,comet_name,apparition_id,apparition_year,perihelion_date,peak_mag_n,predicted,event_case,max_salience,peak_month_offset,integ_above_p75,lead_time_p75,lead_time_p90,preperi_max
C/1905 F1,C/1905 F1 (Giacobini),C_1905F1_1905,1905,1905-04-04,11.165373067620914,False,unexpected_seen,0.0851063829787234,-2,0.0,,,0.0851063829787234
C/1905 W1,C/1905 W1 (Schaer),C_1905W1_1905,1905,1905-10-25,6.345379104459531,False,unexpected_seen,0.0945945945945946,2,0.0,,,0.0490196078431372
C/1905 X1,C/1905 X1 (Giacobini),C_1905X1_1906,1906,1906-01-22,2.020171797617616,False,unexpected_seen,0.0945945945945946,-1,0.0,,,0.0945945945945946
C/1906 B1,C/1906 B1 (Brooks),C_1906B1_1905,1905,1905-12-22,8.993061174092293,False,unexpected_seen,0.0945945945945946,0,0.0,,,0.0601503759398496
C/1906 E1,C/1906 E1 (Kopff),C_1906E1_1905,1905,1905-10-18,11.2718694608463,False,unexpected_seen,0.0945945945945946,2,0.0,,,0.0490196078431372
C/1906 F1,C/1906 F1 (Ross),C_1906F1_1906,1906,1906-02-21,9.321142101900104,False,unexpected_seen,0.0945945945945946,-2,0.0,,,0.0945945945945946
C/1906 V1,C/1906 V1 (Thiele),C_1906V1_1906,1906,1906-11-21,7.634289694075227,False,unexpected_seen,0.1568627450980392,4,0.0,,,0.0859375
C/1907 E1,C/1907 E1 (Giacobini),C_1907E1_1907,1907,1907-03-19,10.285108754846116,False,unexpected_seen,0.1568627450980392,0,0.0,,,0.101010101010101
C/1907 G1,C/1907 G1 (Grigg-Mellish),C_1907G1_1907,1907,1907-03-27,6.784319264403877,False,unexpected_seen,0.1568627450980392,0,0.0,,,0.101010101010101
C/1907 L2,C/1907 L2 (Daniel),C_1907L2_1907,1907,1907-09-04,1.3760852079854522,False,unexpected_seen,0.1565217391304348,-5,0.0,,,0.1565217391304348
C/1907 T1,C/1907 T1 (Mellish),C_1907T1_1907,1907,1907-09-14,7.824747767781397,False,unexpected_seen,0.1565217391304348,-5,0.0,,,0.1565217391304348
C/1908 R1,C/1908 R1 (Morehouse),C_1908R1_1908,1908,1908-12-26,5.337509789597517,False,unexpected_seen,0.3578947368421052,-2,0.3420683741293996,-3.0,-2.0,0.3578947368421052
C/1910 A1,C/1910 A1 (Great January comet),C_1910A1_1910,1910,1910-01-17,-3.770183864478436,False,unexpected_seen,0.8865295288652952,4,4.1059367234656845,-4.0,-3.0,0.4893617021276595
C/1910 P1,C/1910 P1 (Metcalf),C_1910P1_1910,1910,1910-09-16,9.02225910775926,False,unexpected_seen,0.8865295288652952,-4,2.2467338840022184,-5.0,-5.0,0.8865295288652952
C/1911 N1,C/1911 N1 (Kiess),C_1911N1_1911,1911,1911-06-30,4.572002146812045,False,unexpected_seen,0.3333333333333333,4,0.7642495097069807,-1.0,3.0,0.233009708737864
C/1911 O1,C/1911 O1 (Brooks),C_1911O1_1911,1911,1911-10-28,1.5082848215043052,False,unexpected_seen,0.3333333333333333,0,0.7642495097069806,-5.0,-1.0,0.3069306930693069
C/1911 S2,C/1911 S2 (Quenisset),C_1911S2_1911,1911,1911-11-12,6.353208005347255,False,unexpected_seen,0.3333333333333333,-1,0.6995469872039344,-5.0,-2.0,0.3333333333333333
C/1911 S3,C/1911 S3 (Beljawsky),C_1911S3_1911,1911,1911-10-10,-0.2145510151282152,False,unexpected_seen,0.3333333333333333,0,0.7642495097069806,-5.0,-1.0,0.3069306930693069
C/1912 R1,C/1912 R1 (Gale),C_1912R1_1912,1912,1912-10-05,4.7749950637909375,False,unexpected_seen,0.2238805970149253,1,0.05557341078010755,1.0,,0.1186440677966101
C/1912 V1,C/1912 V1 (Borrelly),C_1912V1_1912,1912,1912-10-21,8.312377643255688,False,unexpected_seen,0.2238805970149253,1,0.05557341078010755,1.0,,0.1186440677966101
C/1913 J1,C/1913 J1 (Schaumasse),C_1913J1_1913,1913,1913-05-15,8.614113877350233,False,unexpected_seen,0.2105263157894736,4,0.07391194331983811,4.0,,0.0777777777777777
C/1913 R1,C/1913 R1 (Metcalf),C_1913R1_1913,1913,1913-09-14,8.446997058697312,False,unexpected_seen,0.2459016393442623,5,0.15150639642928265,0.0,,0.0930232558139534
C/1913 Y1,C/1913 Y1 (Delavan),C_1913Y1_1914,1914,1914-10-26,2.6128034845628747,False,unexpected_seen,0.2686567164179104,0,0.20028840426898722,-2.0,,0.264367816091954
C/1914 F1,C/1914 F1 (Kritzinger),C_1914F1_1914,1914,1914-06-04,8.709166920366128,False,unexpected_seen,0.2686567164179104,4,0.27788285737843177,-4.0,,0.2459016393442623
C/1914 J1,C/1914 J1 (Zlatinsky),C_1914J1_1914,1914,1914-05-08,4.835700377692698,False,unexpected_seen,0.2686567164179104,5,0.27788285737843177,-3.0,,0.2459016393442623
C/1914 M1,C/1914 M1 (Neujmin),C_1914M1_1914,1914,1914-07-30,12.649811383259877,False,unexpected_seen,0.2686567164179104,3,0.27788285737843177,-5.0,,0.2459016393442623
C/1914 S1,C/1914 S1 (Campbell),C_1914S1_1914,1914,1914-08-03,4.766405194267891,False,unexpected_seen,0.2686567164179104,2,0.20028840426898722,0.0,,0.1063829787234042
C/1915 C1,C/1915 C1 (Mellish),C_1915C1_1915,1915,1915-07-17,2.445877199446392,False,unexpected_seen,0.328125,2,0.20559281186192435,2.0,2.0,0.1176470588235294
C/1915 R1,C/1915 R1 (Mellish),C_1915R1_1915,1915,1915-10-13,7.326644800363897,False,unexpected_seen,0.328125,-1,0.20559281186192435,-1.0,-1.0,0.328125
C/1916 G1,C/1916 G1 (Wolf),C_1916G1_1917,1917,1917-06-17,9.804,False,unexpected_seen,0.2222222222222222,-1,0.152421621694702,-2.0,,0.2222222222222222
C/1917 F1,C/1917 F1 (Mellish),C_1917F1_1917,1917,1917-04-11,-0.2768948244706584,False,unexpected_seen,0.2222222222222222,1,0.152421621694702,0.0,,0.1649484536082474
C/1917 H1,C/1917 H1 (Schaumasse),C_1917H1_1917,1917,1917-05-18,7.100263994988222,False,unexpected_seen,0.2222222222222222,0,0.152421621694702,-1.0,,0.2131147540983606
C/1919 Q2,C/1919 Q2 (Metcalf),C_1919Q2_1919,1919,1919-12-07,6.567946043443897,False,unexpected_seen,0.1415094339622641,-3,0.0,,,0.1415094339622641
C/1920 X1,C/1920 X1 (Skjellerup),C_1920X1_1920,1920,1920-12-11,9.727787956873918,False,unexpected_seen,0.5,6,0.3633856275303645,5.0,6.0,0.0862068965517241
C/1921 E1,C/1921 E1 (Reid),C_1921E1_1921,1921,1921-05-10,5.794632620455021,False,unexpected_seen,0.5,1,0.3869976332147387,0.0,1.0,0.1282051282051282
C/1921 H1,C/1921 H1 (Dubiago),C_1921H1_1921,1921,1921-05-05,11.168491843712273,False,unexpected_seen,0.5,1,0.3869976332147387,0.0,1.0,0.1282051282051282
C/1922 B1,C/1922 B1 (Reid),C_1922B1_1921,1921,1921-10-28,9.1122938399256,False,unexpected_seen,0.5,-4,0.3869976332147387,-5.0,-4.0,0.5
C/1922 U1,C/1922 U1 (Baade),C_1922U1_1922,1922,1922-10-26,10.42081932597664,False,unexpected_seen,0.087378640776699,-1,0.0,,,0.087378640776699
C/1922 W1,C/1922 W1 (Skjellerup),C_1922W1_1923,1923,1923-01-04,7.127529254219521,False,unexpected_seen,0.1363636363636363,5,0.0,,,0.087378640776699
C/1923 T1,C/1923 T1 (Dubiago-Bernard),C_1923T1_1923,1923,1923-11-18,7.869822108270915,False,unexpected_seen,0.1363636363636363,-5,0.0,,,0.1363636363636363
C/1924 F1,C/1924 F1 (Reid),C_1924F1_1924,1924,1924-03-13,8.975093368882819,False,unexpected_seen,0.1111111111111111,-3,0.0,,,0.1111111111111111
C/1924 R1,C/1924 R1 (Finsler),C_1924R1_1924,1924,1924-09-04,3.382650042994516,False,unexpected_seen,0.1621621621621621,1,0.0,,,0.1071428571428571
C/1925 F1,C/1925 F1 (Shajn-Comas Sola),C_1925F1_1925,1925,1925-09-06,11.586332508362592,False,unexpected_seen,0.15,4,0.0,,,0.1428571428571428
C/1925 F2,C/1925 F2 (Reid),C_1925F2_1925,1925,1925-07-29,7.111007384324953,False,unexpected_seen,0.15,6,0.0,,,0.1428571428571428
C/1925 G1,C/1925 G1 (Orkisz),C_1925G1_1925,1925,1925-04-01,6.952424256166901,False,unexpected_seen,0.1428571428571428,1,0.0,,,0.12
C/1925 V1,C/1925 V1 (Wilk-Peltier),C_1925V1_1925,1925,1925-12-07,7.65629627533696,False,unexpected_seen,0.1935483870967742,4,0.025241200861956442,4.0,,0.1212121212121212
C/1925 W1,C/1925 W1 (Van Biesbroeck),C_1925W1_1925,1925,1925-10-02,8.664528201938158,False,unexpected_seen,0.15,3,0.0,,,0.1428571428571428
C/1925 X1,C/1925 X1 (Ensor),C_1925X1_1926,1926,1926-02-11,4.882906594842448,False,unexpected_seen,0.1935483870967742,2,0.025241200861956442,2.0,,0.15
C/1926 B1,C/1926 B1 (Blathwayt),C_1926B1_1926,1926,1926-01-02,10.427866971362285,False,unexpected_seen,0.1935483870967742,3,0.025241200861956442,3.0,,0.1463414634146341
C/1927 A1,C/1927 A1 (Blathwayt),C_1927A1_1927,1927,1927-02-14,7.795013223640526,False,unexpected_seen,0.4285714285714285,4,0.31146925122374414,3.0,4.0,0.09375
C/1927 B1,C/1927 B1 (Reid),C_1927B1_1926,1926,1926-12-30,7.529757889257748,False,unexpected_seen,0.4285714285714285,6,0.31146925122374414,5.0,6.0,0.088235294117647
C/1927 E1,C/1927 E1 (Stearns),C_1927E1_1927,1927,1927-03-22,9.875461909237686,False,unexpected_seen,0.4285714285714285,3,0.31146925122374414,2.0,3.0,0.09375
C/1927 X1,C/1927 X1 (Skjellerup-Maristany),C_1927X1_1927,1927,1927-12-18,-2.652527369069785,False,unexpected_seen,0.2142857142857142,-2,0.059489523634260494,-2.0,,0.2142857142857142
C/1929 Y1,C/1929 Y1 (Wilk),C_1929Y1_1930,1930,1930-01-22,7.152912605296253,False,unexpected_seen,0.1466666666666666,5,0.0,,,0.0975609756097561
C/1930 D1,C/1930 D1 (Peltier-Schwassmann-Wachmann),C_1930D1_1930,1930,1930-01-15,9.863957283908087,False,unexpected_seen,0.1466666666666666,5,0.0,,,0.0975609756097561
C/1930 E1,C/1930 E1 (Beyer),C_1930E1_1930,1930,1930-04-18,11.020533701920598,False,unexpected_seen,0.1466666666666666,2,0.0,,,0.0869565217391304
C/1930 F1,C/1930 F1 (Wilk),C_1930F1_1930,1930,1930-03-28,5.663577313171272,False,unexpected_seen,0.1466666666666666,3,0.0,,,0.0869565217391304
C/1930 L1,C/1930 L1 (Forbes),C_1930L1_1930,1930,1930-05-10,8.333397990237552,False,unexpected_seen,0.1466666666666666,1,0.0,,,0.1232876712328767
C/1931 O1,C/1931 O1 (Nagata),C_1931O1_1931,1931,1931-06-11,4.875421781434321,False,unexpected_seen,0.1891891891891892,2,0.020882002954371454,2.0,,0.075
C/1931 P1,C/1931 P1 (Ryves),C_1931P1_1931,1931,1931-08-25,-5.036073703572425,False,unexpected_seen,0.1891891891891892,0,0.020882002954371454,0.0,,0.0769230769230769
C/1932 G1,C/1932 G1 (Houghton-Ensor),C_1932G1_1932,1932,1932-02-28,9.471559084787158,False,unexpected_seen,0.2368421052631578,4,0.12267684907971285,1.0,,0.1666666666666666
C/1932 H1,C/1932 H1 (Carrasco),C_1932H1_1931,1931,1931-11-29,11.301784818817053,False,unexpected_seen,0.2142857142857142,6,0.07502393300574425,-3.0,,0.1891891891891892
C/1932 M1,C/1932 M1 (Newman),C_1932M1_1932,1932,1932-09-24,12.763726530605515,False,unexpected_seen,0.3333333333333333,5,0.2819641152600074,-4.0,5.0,0.2368421052631578
C/1932 M2,C/1932 M2 (Geddes),C_1932M2_1932,1932,1932-09-20,8.884033782838578,False,unexpected_seen,0.3333333333333333,5,0.2819641152600074,-4.0,5.0,0.2368421052631578
C/1932 P1,C/1932 P1 (Peltier-Whipple),C_1932P1_1932,1932,1932-09-01,7.135937025172408,False,unexpected_seen,0.3333333333333333,5,0.2819641152600074,-4.0,5.0,0.2368421052631578
C/1932 Y1,C/1932 Y1 (Dodwell-Forbes),C_1932Y1_1932,1932,1932-12-30,9.092921596019387,False,unexpected_seen,0.3333333333333333,2,0.16745066818077092,1.0,2.0,0.15
C/1933 D1,C/1933 D1 (Peltier),C_1933D1_1933,1933,1933-02-06,8.386723356896082,False,unexpected_seen,0.3333333333333333,0,0.16745066818077092,-1.0,0.0,0.1707317073170731
C/1935 A1,C/1935 A1 (Johnson),C_1935A1_1935,1935,1935-02-26,8.330649037955682,False,unexpected_seen,0.1739130434782608,4,0.005605857243443063,4.0,,0.075
C/1935 M1,C/1935 M1 (Jackson),C_1935M1_1934,1934,1934-09-06,11.999636895323862,False,unexpected_seen,0.125,-3,0.0,,,0.125
C/1935 Q1,C/1935 Q1 (Van Biesbroeck),C_1935Q1_1936,1936,1936-05-11,14.323281128963467,False,unexpected_seen,0.2352941176470588,3,0.12090196739964551,2.0,,0.0689655172413793
C/1936 K1,C/1936 K1 (Peltier),C_1936K1_1936,1936,1936-07-08,3.793657249346492,False,unexpected_seen,0.2352941176470588,1,0.15259478116482778,0.0,,0.125
C/1936 O1,C/1936 O1 (Kaho-Kozik-Lis),C_1936O1_1936,1936,1936-07-15,4.530355541126014,False,unexpected_seen,0.2352941176470588,1,0.15259478116482778,0.0,,0.125
C/1937 C1,C/1937 C1 (Whipple),C_1937C1_1937,1937,1937-06-20,9.009187766241112,False,unexpected_seen,0.2307692307692307,2,0.09415485829959522,-5.0,,0.2
C/1937 D1,C/1937 D1 (Wilk),C_1937D1_1937,1937,1937-02-21,8.04174096646922,False,unexpected_seen,0.2307692307692307,6,0.09415485829959522,-1.0,,0.2
C/1937 N1,C/1937 N1 (Finsler),C_1937N1_1937,1937,1937-08-15,4.092083787749923,False,unexpected_seen,0.2307692307692307,0,0.06246204453441295,0.0,,0.0588235294117647
C/1937 P1,C/1937 P1 (Hubble),C_1937P1_1936,1936,1936-11-14,10.734390655979366,False,unexpected_seen,0.2352941176470588,-3,0.15259478116482778,-4.0,,0.2352941176470588
C/1939 B1,C/1939 B1 (Kozik-Peltier),C_1939B1_1939,1939,1939-02-06,6.5849691991322565,False,unexpected_seen,0.1875,2,0.019192813765182254,2.0,,0.12
C/1939 H1,C/1939 H1 (Jurlof-Achmarof-Hassel),C_1939H1_1939,1939,1939-04-10,3.5864814844364097,False,unexpected_seen,0.1875,0,0.019192813765182254,0.0,,0.1333333333333333
C/1939 V1,C/1939 V1 (Friend),C_1939V1_1939,1939,1939-11-05,10.07657102697698,False,unexpected_seen,0.1428571428571428,0,0.0,,,0.0588235294117647
