comet_id,comet_name,designation,perihelion_date,perihelion_year,raw_status_icon,raw_aerith_status,source_url,source_row_html
0032P,32P/Comas Sola,32P,1996-06-10,1996,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0032P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>32P</td><td><center><a href=""1996.html"">1996 June 10</a></center></td></tr>"
0032P,32P/Comas Sola,32P,1987-08-18,1987,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0032P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>32P</td><td><center>1987 Aug. 18</center></td></tr>"
0032P,32P/Comas Sola,32P,1978-09-24,1978,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0032P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>32P</td><td><center>1978 Sept.24</center></td></tr>"
0032P,32P/Comas Sola,32P,1969-10-29,1969,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0032P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>32P</td><td><center>1969 Oct. 29</center></td></tr>"
0032P,32P/Comas Sola,32P,1961-04-04,1961,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0032P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>32P</td><td><center>1961 Apr.  4</center></td></tr>"
0032P,32P/Comas Sola,32P,1952-09-10,1952,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0032P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>32P</td><td><center>1952 Sept.10</center></td></tr>"
0032P,32P/Comas Sola,32P,1944-04-11,1944,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0032P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>32P</td><td><center>1944 Apr. 11</center></td></tr>"
0032P,32P/Comas Sola,32P/1935 P1,1935-10-06,1935,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0032P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>32P/1935 P1</td><td><center>1935 Oct.  6</center></td></tr>"
0032P,32P/Comas Sola,32P/1926 V1,1927-03-22,1927,pr_ball.gif,Discovered,https://aerith.net/comet/catalog/0032P/index.html,"<tr><td><img alt=""!"" height=""16"" src=""../../../icon/pr_ball.gif"" width=""17""/></td>
<td>32P/1926 V1</td><td><center>1927 Mar. 22</center></td></tr>"
0033P,33P/Daniel,33P,2024-11-10,2024,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>33P</td><td><center><a href=""2024.html"">2024 Nov.  10</a></center></td></tr>"
0033P,33P/Daniel,33P,2016-08-22,2016,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>33P</td><td><center><a href=""2016.html"">2016 Aug.  22</a></center></td></tr>"
0033P,33P/Daniel,33P,2008-07-20,2008,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>33P</td><td><center><a href=""2008.html"">2008 July 20</a></center></td></tr>"
0033P,33P/Daniel,33P,2000-06-23,2000,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>33P</td><td><center><a href=""2000.html"">2000 June 23</a></center></td></tr>"
0033P,33P/Daniel,33P,1992-09-01,1992,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>33P</td><td><center>1992 Sept. 1</center></td></tr>"
0033P,33P/Daniel,33P,1985-08-04,1985,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>33P</td><td><center>1985 Aug.  4</center></td></tr>"
0033P,33P/Daniel,33P,1978-07-08,1978,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>33P</td><td><center>1978 July  8</center></td></tr>"
0033P,33P/Daniel,0033P/?,1971-05-31,1971,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1971 May  31</center></td></tr>"
0033P,33P/Daniel,33P,1964-04-21,1964,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>33P</td><td><center>1964 Apr. 21</center></td></tr>"
0033P,33P/Daniel,0033P/?,1957-04-24,1957,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1957 Apr. 24</center></td></tr>"
0033P,33P/Daniel,33P,1950-08-23,1950,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>33P</td><td><center>1950 Aug. 23</center></td></tr>"
0033P,33P/Daniel,33P,1943-11-22,1943,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>33P</td><td><center>1943 Nov. 22</center></td></tr>"
0033P,33P/Daniel,33P/1937 B1,1937-01-27,1937,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>33P/1937 B1</td><td><center>1937 Jan. 27</center></td></tr>"
0033P,33P/Daniel,0033P/?,1930-04-07,1930,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1930 Apr.  7</center></td></tr>"
0033P,33P/Daniel,0033P/?,1923-06-13,1923,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1923 June 13</center></td></tr>"
0033P,33P/Daniel,0033P/?,1916-08-18,1916,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1916 Aug. 18</center></td></tr>"
0033P,33P/Daniel,33P/1909 X1,1909-11-29,1909,pr_ball.gif,Discovered,https://aerith.net/comet/catalog/0033P/index.html,"<tr><td><img alt=""!"" height=""16"" src=""../../../icon/pr_ball.gif"" width=""17""/></td>
<td>33P/1909 X1</td><td><center>1909 Nov. 29</center></td></tr>"
0034D,34D/Gale,0034D/?,2026-08-25,2026,wh_ball.gif,Returns in the future,https://aerith.net/comet/catalog/0034D/index.html,"<tr><td><img alt=""."" height=""16"" src=""../../../icon/wh_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>2026 Aug.  25</center></td></tr>"
0034D,34D/Gale,0034D/?,2015-06-07,2015,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0034D/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>2015 June  7</center></td></tr>"
0034D,34D/Gale,0034D/?,2004-03-26,2004,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0034D/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>2004 Mar. 26</center></td></tr>"
0034D,34D/Gale,0034D/?,1992-12-17,1992,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0034D/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1992 Dec. 17</center></td></tr>"
0034D,34D/Gale,0034D/?,1981-10-27,1981,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0034D/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1981 Oct. 27</center></td></tr>"
0034D,34D/Gale,0034D/?,1970-11-17,1970,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0034D/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1970 Nov. 17</center></td></tr>"
0034D,34D/Gale,0034D/?,1960-01-29,1960,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0034D/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1960 Jan. 29</center></td></tr>"
0034D,34D/Gale,0034D/?,1949-04-25,1949,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0034D/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1949 Apr. 25</center></td></tr>"
0034D,34D/Gale,34D/1938 J1,1938-06-18,1938,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0034D/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>34D/1938 J1</td><td><center>1938 June 18</center></td></tr>"
0034D,34D/Gale,34D/1927 L1,1927-06-14,1927,pr_ball.gif,Discovered,https://aerith.net/comet/catalog/0034D/index.html,"<tr><td><img alt=""!"" height=""16"" src=""../../../icon/pr_ball.gif"" width=""17""/></td>
<td>34D/1927 L1</td><td><center>1927 June 14</center></td></tr>"
0035P,35P/Herschel-Rigollet,0035P/?,2092-03-16,2092,wh_ball.gif,Returns in the future,https://aerith.net/comet/catalog/0035P/index.html,"<tr><td><img alt=""."" height=""16"" src=""../../../icon/wh_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>2092 Mar. 16</center></td></tr>"
0035P,35P/Herschel-Rigollet,35P/1939 O1,1939-08-09,1939,pr_ball.gif,Discovered,https://aerith.net/comet/catalog/0035P/index.html,"<tr><td><img alt=""!"" height=""16"" src=""../../../icon/pr_ball.gif"" width=""17""/></td>
<td>35P/1939 O1</td><td><center>1939 Aug.  9</center></td></tr>"
0035P,35P/Herschel-Rigollet,35P/1788 Y1,1788-11-20,1788,cy_ball.gif,Appeared before discovery,https://aerith.net/comet/catalog/0035P/index.html,"<tr><td><img alt=""#"" height=""16"" src=""../../../icon/cy_ball.gif"" width=""17""/></td>
<td>35P/1788 Y1</td><td><center>1788 Nov. 20</center></td></tr>"
0035P,35P/Herschel-Rigollet,0035P/?,1626-06-04,1626,or_ball.gif,Not observed before discovery,https://aerith.net/comet/catalog/0035P/index.html,"<tr><td><img alt=""+"" height=""16"" src=""../../../icon/or_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1626 June  4</center></td></tr>"
0035P,35P/Herschel-Rigollet,0035P/?,1466-06-16,1466,or_ball.gif,Not observed before discovery,https://aerith.net/comet/catalog/0035P/index.html,"<tr><td><img alt=""+"" height=""16"" src=""../../../icon/or_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1466 June 16</center></td></tr>"
0035P,35P/Herschel-Rigollet,0035P/?,1302-07-19,1302,or_ball.gif,Not observed before discovery,https://aerith.net/comet/catalog/0035P/index.html,"<tr><td><img alt=""+"" height=""16"" src=""../../../icon/or_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1302 July 19</center></td></tr>"
0035P,35P/Herschel-Rigollet,0035P/?,1125-01-24,1125,or_ball.gif,Not observed before discovery,https://aerith.net/comet/catalog/0035P/index.html,"<tr><td><img alt=""+"" height=""16"" src=""../../../icon/or_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1125 Jan. 24</center></td></tr>"
0035P,35P/Herschel-Rigollet,0035P/?,,-1,or_ball.gif,Not observed before discovery,https://aerith.net/comet/catalog/0035P/index.html,"<tr><td><img alt=""+"" height=""16"" src=""../../../icon/or_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>932 July  1</center></td></tr>"
0035P,35P/Herschel-Rigollet,0035P/?,,-1,or_ball.gif,Not observed before discovery,https://aerith.net/comet/catalog/0035P/index.html,"<tr><td><img alt=""+"" height=""16"" src=""../../../icon/or_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>736 May  18</center></td></tr>"
0035P,35P/Herschel-Rigollet,0035P/?,,-1,or_ball.gif,Not observed before discovery,https://aerith.net/comet/catalog/0035P/index.html,"<tr><td><img alt=""+"" height=""16"" src=""../../../icon/or_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>539 Sept.23</center></td></tr>"
0035P,35P/Herschel-Rigollet,0035P/?,,-1,or_ball.gif,Not observed before discovery,https://aerith.net/comet/catalog/0035P/index.html,"<tr><td><img alt=""+"" height=""16"" src=""../../../icon/or_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>348 Jan. 17</center></td></tr>"
0035P,35P/Herschel-Rigollet,0035P/?,,-1,or_ball.gif,Not observed before discovery,https://aerith.net/comet/catalog/0035P/index.html,"<tr><td><img alt=""+"" height=""16"" src=""../../../icon/or_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>165 June 23</center></td></tr>"
0035P,35P/Herschel-Rigollet,0035P/?,,-1,or_ball.gif,Not observed before discovery,https://aerith.net/comet/catalog/0035P/index.html,"<tr><td><img alt=""+"" height=""16"" src=""../../../icon/or_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>-15 June 30</center></td></tr>"
0036P,36P/Whipple,0036P/?,2028-11-04,2028,wh_ball.gif,Returns in the future,https://aerith.net/comet/catalog/0036P/index.html,"<tr><td><img alt=""."" height=""16"" src=""../../../icon/wh_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>2028 Nov.  4</center></td></tr>"
0036P,36P/Whipple,36P,2020-05-31,2020,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0036P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>36P</td><td><center><a href=""2020.html"">2020 May  31</a></center></td></tr>"
0036P,36P/Whipple,36P,2011-12-29,2011,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0036P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>36P</td><td><center><a href=""2011.html"">2011 Dec. 29</a></center></td></tr>"
0036P,36P/Whipple,36P,2003-07-06,2003,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0036P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>36P</td><td><center><a href=""2003.html"">2003 July  6</a></center></td></tr>"
0036P,36P/Whipple,36P,1994-12-22,1994,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0036P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>36P</td><td><center>1994 Dec. 22</center></td></tr>"
0036P,36P/Whipple,36P,1986-06-25,1986,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0036P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>36P</td><td><center>1986 June 25</center></td></tr>"
0036P,36P/Whipple,36P,1978-03-27,1978,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0036P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>36P</td><td><center>1978 Mar. 27</center></td></tr>"
0036P,36P/Whipple,36P,1970-10-09,1970,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0036P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>36P</td><td><center>1970 Oct.  9</center></td></tr>"
0036P,36P/Whipple,36P,1963-04-28,1963,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0036P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>36P</td><td><center>1963 Apr. 28</center></td></tr>"
0036P,36P/Whipple,36P,1955-11-29,1955,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0036P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>36P</td><td><center>1955 Nov. 29</center></td></tr>"
0036P,36P/Whipple,36P,1948-06-25,1948,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0036P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>36P</td><td><center>1948 June 25</center></td></tr>"
0036P,36P/Whipple,36P/1940 R1,1941-01-22,1941,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0036P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>36P/1940 R1</td><td><center>1941 Jan. 22</center></td></tr>"
0036P,36P/Whipple,36P/1933 U1,1933-08-01,1933,pr_ball.gif,Discovered,https://aerith.net/comet/catalog/0036P/index.html,"<tr><td><img alt=""!"" height=""16"" src=""../../../icon/pr_ball.gif"" width=""17""/></td>
<td>36P/1933 U1</td><td><center>1933 Aug.  1</center></td></tr>"
0036P,36P/Whipple,36P/1925 QD,1926-02-04,1926,cy_ball.gif,Appeared before discovery,https://aerith.net/comet/catalog/0036P/index.html,"<tr><td><img alt=""#"" height=""16"" src=""../../../icon/cy_ball.gif"" width=""17""/></td>
<td>36P/1925 QD</td><td><center>1926 Feb.  4</center></td></tr>"
0037P,37P/Forbes,0037P/?,2031-03-19,2031,wh_ball.gif,Returns in the future,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""."" height=""16"" src=""../../../icon/wh_ball.gif"" width=""17""/></td>
<td><br/></td><td><center><a href=""2031.html"">2031 Mar.  19</a></center></td></tr>"
0037P,37P/Forbes,37P,2024-10-11,2024,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>37P</td><td><center><a href=""2024.html"">2024 Oct.  11</a></center></td></tr>"
0037P,37P/Forbes,37P,2018-05-04,2018,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>37P</td><td><center><a href=""2018.html"">2018 May  4</a></center></td></tr>"
0037P,37P/Forbes,37P,2011-12-11,2011,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>37P</td><td><center><a href=""2011.html"">2011 Dec. 11</a></center></td></tr>"
0037P,37P/Forbes,37P,2005-08-01,2005,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>37P</td><td><center><a href=""2005.html"">2005 Aug. 1</a></center></td></tr>"
0037P,37P/Forbes,37P,1999-05-04,1999,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>37P</td><td><center><a href=""1999.html"">1999 May   4</a></center></td></tr>"
0037P,37P/Forbes,37P,1993-03-14,1993,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>37P</td><td><center>1993 Mar. 14</center></td></tr>"
0037P,37P/Forbes,37P,1987-01-01,1987,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>37P</td><td><center>1987 Jan.  1</center></td></tr>"
0037P,37P/Forbes,37P,1980-09-24,1980,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>37P</td><td><center>1980 Sept.24</center></td></tr>"
0037P,37P/Forbes,37P,1974-05-19,1974,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>37P</td><td><center>1974 May  19</center></td></tr>"
0037P,37P/Forbes,0037P/?,1967-12-22,1967,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1967 Dec. 22</center></td></tr>"
0037P,37P/Forbes,37P,1961-07-24,1961,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>37P</td><td><center>1961 July 24</center></td></tr>"
0037P,37P/Forbes,0037P/?,1955-02-18,1955,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1955 Feb. 18</center></td></tr>"
0037P,37P/Forbes,37P,1948-09-16,1948,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>37P</td><td><center>1948 Sept.16</center></td></tr>"
0037P,37P/Forbes,37P/1942 L1,1942-04-16,1942,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>37P/1942 L1</td><td><center>1942 Apr. 16</center></td></tr>"
0037P,37P/Forbes,0037P/?,1935-11-15,1935,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1935 Nov. 15</center></td></tr>"
0037P,37P/Forbes,37P/1929 P1,1929-06-26,1929,pr_ball.gif,Discovered,https://aerith.net/comet/catalog/0037P/index.html,"<tr><td><img alt=""!"" height=""16"" src=""../../../icon/pr_ball.gif"" width=""17""/></td>
<td>37P/1929 P1</td><td><center>1929 June 26</center></td></tr>"
0038P,38P/Stephan-Oterma,0038P/?,2056-08-28,2056,wh_ball.gif,Returns in the future,https://aerith.net/comet/catalog/0038P/index.html,"<tr><td><img alt=""."" height=""16"" src=""../../../icon/wh_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>2056 Aug.  28</center></td></tr>"
0038P,38P/Stephan-Oterma,38P,2018-11-10,2018,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0038P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>38P</td><td><center><a href=""2018.html"">2018 Nov. 10</a></center></td></tr>"
0038P,38P/Stephan-Oterma,38P/1980 L2,1980-12-05,1980,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0038P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>38P/1980 L2</td><td><center>1980 Dec.  5</center></td></tr>"
0038P,38P/Stephan-Oterma,38P/1942 V1,1942-12-19,1942,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0038P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>38P/1942 V1</td><td><center>1942 Dec. 19</center></td></tr>"
0038P,38P/Stephan-Oterma,0038P/?,1904-05-24,1904,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0038P/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1904 May  24</center></td></tr>"
0038P,38P/Stephan-Oterma,38P/1867 B1,1867-01-20,1867,pr_ball.gif,Discovered,https://aerith.net/comet/catalog/0038P/index.html,"<tr><td><img alt=""!"" height=""16"" src=""../../../icon/pr_ball.gif"" width=""17""/></td>
<td>38P/1867 B1</td><td><center>1867 Jan. 20</center></td></tr>"
0039P,39P/Oterma,39P,2023-07-10,2023,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0039P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>39P</td><td><center><a href=""2023.html"">2023 July 10</a></center></td></tr>"
0039P,39P/Oterma,39P/2001 P3,2002-12-22,2002,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0039P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>39P/2001 P3</td><td><center><a href=""2002.html"">2002 Dec. 22</a></center></td></tr>"
0039P,39P/Oterma,0039P/?,1983-06-18,1983,rd_ball.gif,Not observed,https://aerith.net/comet/catalog/0039P/index.html,"<tr><td><img alt=""-"" height=""16"" src=""../../../icon/rd_ball.gif"" width=""17""/></td>
<td><br/></td><td><center>1983 June 18</center></td></tr>"
0039P,39P/Oterma,39P,1958-06-10,1958,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0039P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>39P</td><td><center>1958 June 10</center></td></tr>"
0039P,39P/Oterma,39P,1950-07-16,1950,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0039P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>39P</td><td><center>1950 July 16</center></td></tr>"
0039P,39P/Oterma,39P/1943 G1,1942-08-21,1942,pr_ball.gif,Discovered,https://aerith.net/comet/catalog/0039P/index.html,"<tr><td><img alt=""!"" height=""16"" src=""../../../icon/pr_ball.gif"" width=""17""/></td>
<td>39P/1943 G1</td><td><center>1942 Aug. 21</center></td></tr>"
0040P,40P/Vaisala 1,40P,2025-11-12,2025,gr_ball.gif,Appeared,https://aerith.net/comet/catalog/0040P/index.html,"<tr><td><img alt=""*"" height=""16"" src=""../../../icon/gr_ball.gif"" width=""17""/></td>
<td>40P</td><td><center><a href=""2025.html"">2025 Nov.  12</a></center></td></tr>"
